,classifier,cohort_identifier,cv_index,encoded_features_size,encoded_image_size,encoded_image_size_height,encoded_image_size_width,modality,module,non_varying_features,raw_image_size,raw_image_size_height,raw_image_size_width,training_scores_mean_test_AUC,training_scores_mean_test_Accuracy,training_scores_mean_test_F1,training_scores_mean_train_AUC,training_scores_mean_train_Accuracy,training_scores_mean_train_F1,AUC,Accuracy,Brier_Loss,DP,F1,Log_Loss,P+,P-,Precision,Recall,Specificity,Youdens
174,RandomForest,ppp1_raw_image_2048x2048,1,256,,224.0,224.0,all_modalities,mobilenet_v1_025_224,24924,,2048.0,2048.0,0.6057821226606475,0.5688575899843505,0.5863577428468099,1.0,1.0,1.0,0.5900154510096436,0.5547445255474452,0.24545969343065693,0.2437549641213173,0.5378787878787878,0.6840183033121777,1.267857142857143,0.8148148148148147,0.5590551181102362,0.5182481751824818,0.5912408759124088,0.1094890510948906
175,LogisticRegression,ppp1_cropped_image_512x243,0,1280,,224.0,224.0,ms1_only,mobilenet_v2_100_224,1252,,512.0,243.0,0.6203214316569501,0.5907668231611893,0.5936534207069325,0.8928817285560046,0.8115798407839486,0.8110179776009613,0.6881560019180563,0.6423357664233577,0.22596958602349837,0.6456243484403069,0.6423357664233577,0.6448974455437975,1.7959183673469388,0.5568181818181819,0.6423357664233577,0.6423357664233577,0.6423357664233577,0.2846715328467153
176,LogisticRegression,ppp1_raw_image_512x512,1,256,,224.0,224.0,ms1_only,mobilenet_v1_025_224,249,,512.0,512.0,0.6497426206434976,0.6189358372456965,0.6242328061517884,0.8805763335818964,0.8051666455068253,0.8051661817372299,0.6963077414886248,0.6496350364963503,0.2259340229505051,0.6823509673741861,0.6417910447761195,0.655270826309549,1.911111111111111,0.5543478260869565,0.6564885496183206,0.6277372262773723,0.6715328467153284,0.2992700729927007
177,RandomForest,ppp1_raw_image_512x512,1,2048,,299.0,299.0,ms1_only,inception_v3_imagenet,2045,,512.0,512.0,0.7420855984575829,0.6721439749608764,0.6559621368067842,1.0,1.0,1.0,0.7622409291917525,0.718978102189781,0.20084506569343066,1.045481233648187,0.7072243346007605,0.5873993005460214,2.8181818181818175,0.4230769230769232,0.7380952380952381,0.6788321167883211,0.7591240875912408,0.43795620437956195
178,LogisticRegression,ppp1_raw_image_2048x2048,0,512,,128.0,128.0,all_modalities,mobilenet_v1_050_128,46980,,2048.0,2048.0,0.6739011208332376,0.6181533646322379,0.6148236314330338,1.0,0.9987483366013534,0.9987544698511458,0.6191592519580159,0.5766423357664233,0.2552749704650811,0.3407265963521419,0.5766423357664233,0.7113400251878649,1.362068965517241,0.7341772151898736,0.5766423357664233,0.5766423357664233,0.5766423357664233,0.15328467153284664
179,XGBoost,ppp1_raw_image_512x512,1,1792,,224.0,224.0,ms1_only,mobilenet_v2_140_224,1681,,512.0,512.0,0.6379565927281994,0.5993740219092332,0.6080957002389106,1.0,1.0,1.0,0.5706217699397944,0.5620437956204379,0.3114988456368982,0.2753108090445544,0.5555555555555556,0.9635478067453984,1.2931034482758619,0.7848101265822786,0.5639097744360902,0.5474452554744526,0.5766423357664233,0.12408759124087587
180,XGBoost,ppp1_raw_image_512x512,1,1280,,128.0,128.0,all_modalities,mobilenet_v2_035_128,90770,,512.0,512.0,0.6115660497654769,0.5672926447574335,0.5684089583019473,1.0,1.0,1.0,0.6406308274282061,0.5693430656934306,0.26080215501316695,0.30810179668813037,0.562962962962963,0.7390740467983223,1.3333333333333333,0.7625000000000001,0.5714285714285714,0.5547445255474452,0.583941605839416,0.13868613138686126
181,XGBoost,ppp1_raw_image_2048x2048,1,256,,128.0,128.0,all_modalities,mobilenet_v1_025_128,24985,,2048.0,2048.0,0.6293264283269302,0.5876369327073553,0.5910098457441099,1.0,1.0,1.0,0.5972081623954393,0.5693430656934306,0.2818857566348558,0.3078305002072131,0.5693430656934306,0.8175763771733283,1.3220338983050846,0.7564102564102565,0.5693430656934306,0.5693430656934306,0.5693430656934306,0.13868613138686126
182,RandomForest,ppp1_raw_image_2048x2048,1,1792,,224.0,224.0,ms1_only,mobilenet_v2_140_224,1699,,2048.0,2048.0,0.6113234067031273,0.5845070422535211,0.5993739448098397,1.0,1.0,1.0,0.5359635569289786,0.5474452554744526,0.25024055474452556,0.2106241652018575,0.5602836879432624,0.6936281145507041,1.196969696969697,0.8169014084507042,0.5448275862068965,0.5766423357664233,0.5182481751824818,0.0948905109489051
183,SVC,ppp1_raw_image_2048x2048,11,512,,128.0,128.0,all_modalities,mobilenet_v1_050_128,46980,,2048.0,2048.0,0.6663090586378744,0.6134585289514867,0.6103227741324107,1.0,0.9976524331466566,0.9976600303325586,0.6269113964515957,0.5693430656934306,0.23553747559744825,0.30810179668813037,0.5755395683453237,0.6620584411986846,1.3114754098360655,0.7500000000000001,0.5673758865248227,0.583941605839416,0.5547445255474452,0.13868613138686126
184,RandomForest,ppp1_cropped_image_2048x973,1,2048,,299.0,299.0,ms1_only,inception_v3_inaturalist,2047,,2048.0,973.0,0.7167368486093204,0.6549295774647887,0.6431458129869807,1.0,1.0,1.0,0.7431136448398955,0.6824817518248175,0.20652309489051093,0.8484076142649163,0.6716981132075471,0.6000244905370494,2.282051282051282,0.4897959183673469,0.6953125,0.6496350364963503,0.7153284671532847,0.36496350364963503
185,SVC,ppp1_raw_image_512x512,11,256,,128.0,128.0,all_modalities,mobilenet_v1_025_128,24969,,512.0,512.0,0.6892265933515529,0.634585289514867,0.6327626085788803,0.9993757583012788,0.9970267483906765,0.9970311412935325,0.7423144546859183,0.6678832116788321,0.21146718114452556,0.772810828653343,0.6761565836298932,0.6132861298950398,1.9387755102040818,0.47727272727272724,0.6597222222222222,0.6934306569343066,0.6423357664233577,0.33576642335766427
186,SVC,ppp1_cropped_image_512x243,0,256,,128.0,128.0,ms1_only,mobilenet_v1_025_128,246,,512.0,243.0,0.6249017124722089,0.5923317683881064,0.5561534940440079,0.7671582506870634,0.688267632025655,0.666206782171893,0.6338643507911982,0.6058394160583942,0.23726337541429465,0.4779449345665824,0.5877862595419847,0.667595130084363,1.6041666666666665,0.6741573033707866,0.616,0.5620437956204379,0.6496350364963503,0.21167883211678828
187,SVC,ppp1_raw_image_2048x2048,0,2048,,299.0,299.0,ms1_only,inception_v3_imagenet,2047,,2048.0,2048.0,0.7472093997325048,0.6846635367762128,0.6672225046501029,0.8786737730329345,0.797653726248078,0.7858312096621605,0.7893601150833822,0.708029197080292,0.18914192931838922,1.012988038752928,0.6825396825396826,0.5618858163716128,2.965517241379311,0.4722222222222222,0.7478260869565218,0.6277372262773723,0.7883211678832117,0.416058394160584
188,LogisticRegression,ppp1_cropped_image_512x243,1,1056,,224.0,224.0,ms1_only,nasnet_mobile,486,,512.0,243.0,0.7405701387453536,0.6744913928012519,0.6616954140910656,0.893313180229866,0.8100228291178228,0.8036619683107865,0.6874100911076775,0.6496350364963503,0.2267031334577122,0.6850920649607046,0.6363636363636364,0.7063888023690514,1.9534883720930236,0.5638297872340424,0.6614173228346457,0.6131386861313869,0.6861313868613139,0.2992700729927008
189,LogisticRegression,proteomics,2,265,,,,all_modalities,proteins,265,,,,0.9521860567864054,0.8935837245696401,0.8906442302906588,0.9959916778906682,0.9699542006987448,0.9697735492696006,0.9534338536949225,0.8722627737226277,0.08925872097505742,2.174502537464965,0.8669201520912547,0.2774411451682258,9.5,0.18400000000000002,0.9047619047619048,0.8321167883211679,0.9124087591240876,0.7445255474452555
190,XGBoost,ppp1_raw_image_2048x2048,1,1280,,128.0,128.0,ms1_only,mobilenet_v2_035_128,847,,2048.0,2048.0,0.521541509324602,0.5226917057902973,0.5228733883930711,1.0,1.0,1.0,0.48649368639778356,0.48905109489051096,0.3410125728252111,-0.0488094188170164,0.513888888888889,0.9875299604397172,0.9610389610389611,1.05,0.4900662251655629,0.5401459854014599,0.43795620437956206,-0.021897810218978075
191,XGBoost,ppp1_raw_image_2048x2048,1,4032,,331.0,331.0,all_modalities,nasnet_large,366623,,2048.0,2048.0,0.8369465961074313,0.7543035993740219,0.7473294918418159,1.0,1.0,1.0,0.8235920933454101,0.7408759124087592,0.1885138912624674,1.1701446253728045,0.7300380228136882,0.6532398629610426,3.2000000000000006,0.3831775700934579,0.7619047619047619,0.7007299270072993,0.781021897810219,0.4817518248175183
192,LogisticRegression,ppp1_raw_image_2048x2048,0,1280,,128.0,128.0,all_modalities,mobilenet_v2_035_128,91118,,2048.0,2048.0,0.6921560811409336,0.6353677621283255,0.6385833451285465,1.0,0.9987483366013534,0.9987544698511458,0.6901273376312004,0.656934306569343,0.23182907831657515,0.7314100889574382,0.6328125,0.6757476239746046,2.1315789473684212,0.5656565656565655,0.680672268907563,0.5912408759124088,0.7226277372262774,0.3138686131386862
193,RandomForest,ppp1_raw_image_2048x2048,1,4032,,331.0,331.0,all_modalities,nasnet_large,366623,,2048.0,2048.0,0.7837431062030229,0.6979655712050078,0.6896711016668355,1.0,1.0,1.0,0.7670893494592147,0.708029197080292,0.20041141605839416,0.9839847087095521,0.6969696969696969,0.5878807814129725,2.628571428571428,0.44117647058823534,0.7244094488188977,0.6715328467153284,0.7445255474452555,0.4160583941605839
194,LogisticRegression,ppp1_raw_image_512x512,0,1056,,224.0,224.0,all_modalities,nasnet_mobile,88492,,512.0,512.0,0.8271011658896619,0.7543035993740219,0.75117111398594,1.0,0.9974960854293332,0.9975007700298217,0.8248175182481752,0.7408759124087592,0.1767280740933264,1.180526402673213,0.725868725868726,0.5420538915025498,3.3571428571428577,0.3944954128440366,0.7704918032786885,0.6861313868613139,0.7956204379562044,0.4817518248175183
195,RandomForest,ppp1_raw_image_2048x2048,1,7168,,331.0,331.0,ms1_only,amoebanet_a_n18_f448,5042,,2048.0,2048.0,0.7201575006370234,0.6502347417840375,0.6416483335066776,1.0,1.0,1.0,0.6891416697746283,0.635036496350365,0.2226685109489051,0.6120781470116552,0.6428571428571428,0.6355939414504187,1.6981132075471699,0.5595238095238095,0.6293706293706294,0.656934306569343,0.6131386861313869,0.27007299270072993
196,SVC,ppp1_raw_image_512x512,11,2048,,299.0,299.0,ms1_only,inception_v3_imagenet,2045,,512.0,512.0,0.7408881036822691,0.6737089201877934,0.6433336926047976,0.8794426215329966,0.7938981482787644,0.7774505570135256,0.7771058660557302,0.708029197080292,0.19248891335305685,1.0283212255214067,0.6774193548387099,0.5683316621822047,3.1111111111111116,0.48181818181818176,0.7567567567567568,0.6131386861313869,0.8029197080291971,0.416058394160584
197,SVC,ppp1_raw_image_2048x2048,11,1536,,299.0,299.0,all_modalities,inception_resnet_v2,155081,,2048.0,2048.0,0.8304888731410124,0.758998435054773,0.7374292636015382,0.9471159897284126,0.872922515011732,0.8640277502693152,0.8296659385156375,0.7664233576642335,0.16665457596349761,1.3865103109353687,0.7439999999999999,0.5050218015170236,4.649999999999999,0.3760683760683762,0.8230088495575221,0.6788321167883211,0.8540145985401459,0.5328467153284671
198,LogisticRegression,ppp1_cropped_image_512x243,1,1280,,128.0,128.0,ms1_only,mobilenet_v2_050_128,946,,512.0,243.0,0.6098397981647162,0.568075117370892,0.5736104175881633,0.9287138568692822,0.8525808541052444,0.8535194335714521,0.5778677606691885,0.5583941605839416,0.2668676438968055,0.25886276097209,0.5631768953068591,0.7515143353323046,1.2580645161290323,0.7866666666666667,0.5571428571428572,0.5693430656934306,0.5474452554744526,0.11678832116788318
199,RandomForest,ppp1_raw_image_2048x2048,0,1024,,224.0,224.0,ms1_only,mobilenet_v1_100_224,984,,2048.0,2048.0,0.577254680345447,0.554773082942097,0.5387349036860848,1.0,1.0,1.0,0.5908412808354201,0.5583941605839416,0.24499525547445258,0.25886276097209,0.5631768953068591,0.683263785837104,1.2580645161290323,0.7866666666666667,0.5571428571428572,0.5693430656934306,0.5474452554744526,0.11678832116788318
200,XGBoost,ppp1_raw_image_512x512,0,2048,,299.0,299.0,all_modalities,inception_v3_imagenet,206835,,512.0,512.0,0.7948757066039376,0.7230046948356808,0.7151867641672867,1.0,1.0,1.0,0.813309180030902,0.7408759124087592,0.17774878380899198,1.1631001319649286,0.7340823970037453,0.5447187258158368,3.0624999999999996,0.37142857142857144,0.7538461538461538,0.7153284671532847,0.7664233576642335,0.4817518248175182
201,XGBoost,ppp1_cropped_image_2048x973,1,1792,,224.0,224.0,ms1_only,mobilenet_v2_140_224,1699,,2048.0,973.0,0.6083470307050783,0.5712050078247262,0.571472604425662,1.0,1.0,1.0,0.5855399861473707,0.5620437956204379,0.3056711645546455,0.27561247594936034,0.5714285714285715,0.9427560913885509,1.2698412698412698,0.7702702702702704,0.5594405594405595,0.583941605839416,0.5401459854014599,0.12408759124087587
202,RandomForest,ppp1_cropped_image_2048x973,1,2048,,299.0,299.0,ms1_only,inception_v3_imagenet,2043,,2048.0,973.0,0.7516689741680145,0.690923317683881,0.6854253818042472,1.0,1.0,1.0,0.7550482178059565,0.6897810218978102,0.2012678686131387,0.8915639329466152,0.6743295019157088,0.5869615991551173,2.444444444444444,0.4851485148514852,0.7096774193548387,0.6423357664233577,0.7372262773722628,0.3795620437956204
203,SVC,ppp1_raw_image_512x512,11,4032,,331.0,331.0,all_modalities,nasnet_large,365296,,512.0,512.0,0.8559963320570992,0.797339593114241,0.7890916812836398,0.9849936285992834,0.9424099648746633,0.9407512650122406,0.8361127390910543,0.791970802919708,0.1616967450498466,1.4935900571464722,0.7832699619771863,0.5466386615216793,4.478260869565217,0.29824561403508776,0.8174603174603174,0.7518248175182481,0.8321167883211679,0.583941605839416
204,SVC,ppp1_raw_image_2048x2048,3,1280,,128.0,128.0,ms1_only,mobilenet_v2_035_128,847,,2048.0,2048.0,0.5354559611727358,0.5156494522691706,0.51793503709769,0.9457259274611327,0.873707780238589,0.8754032066543352,0.427779849752251,0.44525547445255476,0.2537448042671924,-0.24375496412131697,0.46478873239436624,0.7006476754380094,0.8148148148148148,1.2678571428571426,0.4489795918367347,0.48175182481751827,0.40875912408759124,-0.10948905109489054
205,LogisticRegression,ppp1_raw_image_2048x2048,0,1280,,96.0,96.0,all_modalities,mobilenet_v2_075_96,92888,,2048.0,2048.0,0.7046614261233212,0.6557120500782473,0.6530379667382278,1.0,0.9993740213573333,0.9993769426868488,0.6647663700783206,0.6131386861313869,0.2459175749842813,0.5088669647612368,0.6044776119402986,0.7038864850983423,1.62,0.6436781609195401,0.6183206106870229,0.5912408759124088,0.635036496350365,0.22627737226277378
206,SVC,ppp1_raw_image_512x512,11,1280,,128.0,128.0,all_modalities,mobilenet_v2_035_128,90770,,512.0,512.0,0.6873934421030414,0.636150234741784,0.6383193360135077,1.0,0.9968704006733531,0.9968794531245494,0.6843731685225638,0.6204379562043796,0.2229051103271173,0.5430052506469953,0.6119402985074628,0.634505105511053,1.6734693877551021,0.6249999999999999,0.6259541984732825,0.5985401459854015,0.6423357664233577,0.24087591240875916
207,XGBoost,ppp1_raw_image_2048x2048,1,2048,,224.0,224.0,ms1_only,resnet_v2_152,1562,,2048.0,2048.0,0.7410923339555933,0.6870109546165885,0.6870597593721218,1.0,1.0,1.0,0.7147956737172998,0.6496350364963503,0.2522103570174967,0.6809896449099683,0.6470588235294117,0.8294806936231854,1.8723404255319147,0.5444444444444445,0.6518518518518519,0.6423357664233577,0.656934306569343,0.2992700729927007
208,LogisticRegression,ppp1_raw_image_2048x2048,0,1280,,224.0,224.0,ms1_only,mobilenet_v2_035_224,1074,,2048.0,2048.0,0.6444266187231315,0.6009389671361502,0.6086966376813112,0.879585602304357,0.7870115015493706,0.787910265540882,0.6421226490489638,0.6240875912408759,0.23595085684060177,0.5590084666647516,0.6254545454545455,0.6648935735911344,1.653846153846154,0.6,0.6231884057971014,0.6277372262773723,0.6204379562043796,0.24817518248175185
209,SVC,ppp1_raw_image_512x512,0,1792,,224.0,224.0,ms1_only,mobilenet_v2_140_224,1681,,512.0,512.0,0.6658267799201452,0.622848200312989,0.621060984556362,0.9592984392573208,0.9046940169372775,0.9040384875840758,0.5952901060258937,0.5437956204379562,0.2428209333373815,0.19544535713618244,0.5210727969348659,0.6775735234439422,1.2142857142857144,0.8518518518518516,0.5483870967741935,0.49635036496350365,0.5912408759124088,0.08759124087591247
210,RandomForest,ppp1_raw_image_2048x2048,1,1280,,128.0,128.0,all_modalities,mobilenet_v2_050_128,91059,,2048.0,2048.0,0.6184435794048396,0.5712050078247262,0.5802929332783439,1.0,1.0,1.0,0.6010442751345303,0.5547445255474452,0.24368375182481755,0.24434272799367135,0.5734265734265734,0.6803843668176458,1.2238805970149256,0.7857142857142856,0.5503355704697986,0.5985401459854015,0.5109489051094891,0.1094890510948906
211,LogisticRegression,ppp1_raw_image_512x512,2,1280,,128.0,128.0,ms1_only,mobilenet_v2_050_128,861,,512.0,512.0,0.5834880780919698,0.5672926447574335,0.5723898476838098,0.9990631430509103,0.9845083510840893,0.9844972220432462,0.5114284192018754,0.5255474452554745,0.3658411024616077,0.11365438307782019,0.5454545454545455,1.2888796395597673,1.0985915492957747,0.8939393939393939,0.5234899328859061,0.5693430656934306,0.48175182481751827,0.051094890510948954
212,LogisticRegression,ppp1_cropped_image_512x243,0,1280,,96.0,96.0,ms1_only,mobilenet_v2_075_96,846,,512.0,243.0,0.579126244382984,0.5641627543035994,0.5706114217674428,0.8324743456415892,0.750078761632035,0.7519780878024666,0.5591667110661196,0.5437956204379562,0.2493920885324647,0.1941761171293931,0.5551601423487545,0.6925766960018702,1.1818181818181819,0.8309859154929577,0.5416666666666666,0.5693430656934306,0.5182481751824818,0.08759124087591241
213,RandomForest,ppp1_raw_image_512x512,1,1280,,224.0,224.0,all_modalities,mobilenet_v2_035_224,110417,,512.0,512.0,0.6916500165680785,0.636150234741784,0.6408854933575435,1.0,1.0,1.0,0.6771005381213704,0.635036496350365,0.23571691970802916,0.6108934658076546,0.6376811594202898,0.664154116999611,1.7254901960784315,0.5697674418604651,0.6330935251798561,0.6423357664233577,0.6277372262773723,0.27007299270072993
214,SVC,ppp1_raw_image_512x512,11,4320,,331.0,331.0,all_modalities,pnasnet_large,427948,,512.0,512.0,0.8043394695371545,0.7261345852895149,0.71567991610095,0.9997002963066092,0.9953060418400598,0.9953101002712564,0.801827481485428,0.7372262773722628,0.18002681462510195,1.1434869879463792,0.7293233082706767,0.5476984848609614,3.0312499999999996,0.38095238095238093,0.751937984496124,0.708029197080292,0.7664233576642335,0.4744525547445255
215,SVC,ppp1_raw_image_512x512,8,1280,,224.0,224.0,ms1_only,mobilenet_v2_035_224,1056,,512.0,512.0,0.6648802669265066,0.6291079812206573,0.6081617967250477,0.7941271312858365,0.728012279761317,0.714806797404438,0.6130321274441899,0.6021897810218978,0.2402653056943094,0.4803357759120876,0.5551020408163266,0.6729515383467581,1.7000000000000002,0.7113402061855669,0.6296296296296297,0.49635036496350365,0.708029197080292,0.20437956204379565
216,LogisticRegression,ppp1_raw_image_2048x2048,0,7168,,331.0,331.0,all_modalities,amoebanet_a_n18_f448,513411,,2048.0,2048.0,0.8161298718625909,0.7543035993740219,0.7478794367091023,1.0,1.0,1.0,0.7882146091960147,0.7262773722627737,0.21138183602289612,1.1075124847241635,0.7058823529411764,0.8331925114265228,3.2142857142857144,0.43119266055045874,0.7627118644067796,0.656934306569343,0.7956204379562044,0.45255474452554745
